src,hrc_key,desired_metric,achieved_metric,distance_index,distance
People_034_h.jpg,F,0.22354000524961462,0.2342291921377182,6,0.01068918688810358
People_034_h.jpg,G,0.1611954868,0.1693311482667923,4,0.008135661466792288
People_035_h.jpg,A,1,1,None,0
People_035_h.jpg,B,0.659951634396917,0.6547555923461914,37,0.005196042050725547
People_035_h.jpg,C,0.45775766648680044,0.4531344175338745,16,0.004623248952925929
People_035_h.jpg,D,0.3375324138621293,0.3480845093727112,10,0.010552095510581894
People_035_h.jpg,E,0.26604605095,0.2756117582321167,7,0.009565707282116698
People_035_h.jpg,F,0.22354000524961462,0.22069881856441498,5,0.0028411866851996426
People_035_h.jpg,G,0.1611954868,0.14771118760108948,3,0.013484299198910532
People_036_h.jpg,A,1,1,None,0
People_036_h.jpg,B,0.659951634396917,0.6584416627883911,41,0.0015099716085258397
People_036_h.jpg,C,0.45775766648680044,0.4560225009918213,19,0.0017351654949791517
People_036_h.jpg,D,0.3375324138621293,0.34513044357299805,12,0.007598029710868759
People_036_h.jpg,E,0.26604605095,0.25916609168052673,8,0.006879959269473268
People_036_h.jpg,F,0.22354000524961462,0.23243510723114014,7,0.008895101981525516
People_036_h.jpg,G,0.1611954868,0.1474810391664505,4,0.013714447633549509
People_037_h.jpg,A,1,1,None,0
People_037_h.jpg,B,0.659951634396917,0.6562588810920715,37,0.0036927533048454197
People_037_h.jpg,C,0.45775766648680044,0.44961416721343994,17,0.0081434992733605
People_037_h.jpg,D,0.3375324138621293,0.3357676565647125,11,0.0017647572974167636
People_037_h.jpg,E,0.26604605095,0.263162761926651,8,0.0028832890233490005
People_037_h.jpg,F,0.22354000524961462,0.23558031022548676,7,0.012040304975872135
People_037_h.jpg,G,0.1611954868,0.17782707512378693,5,0.016631588323786917
People_038_h.jpg,A,1,1,None,0
People_038_h.jpg,B,0.659951634396917,0.6597127914428711,41,0.0002388429540458592
People_038_h.jpg,C,0.45775766648680044,0.45639777183532715,18,0.0013598946514732924
People_038_h.jpg,D,0.3375324138621293,0.3403841555118561,11,0.002851741649726791
People_038_h.jpg,E,0.26604605095,0.2758024334907532,8,0.009756382540753172
People_038_h.jpg,F,0.22354000524961462,0.22679893672466278,6,0.00325893147504816
People_038_h.jpg,G,0.1611954868,0.16496607661247253,4,0.0037705898124725246
People_039_v.jpg,A,1,1,None,0
People_039_v.jpg,B,0.659951634396917,0.6602979302406311,48,0.00034629584371415056
People_039_v.jpg,C,0.45775766648680044,0.46011149883270264,22,0.002353832345902196
People_039_v.jpg,D,0.3375324138621293,0.3338111340999603,13,0.003721279762168961
People_039_v.jpg,E,0.26604605095,0.2559710741043091,9,0.01007497684569092
People_039_v.jpg,F,0.22354000524961462,0.23425637185573578,8,0.010716366606121158
People_039_v.jpg,G,0.1611954868,0.15758170187473297,5,0.0036137849252670384
People_040_h.jpg,A,1,1,None,0
People_040_h.jpg,B,0.659951634396917,0.656167209148407,43,0.0037844252485099705
People_040_h.jpg,C,0.45775766648680044,0.4513291120529175,21,0.00642855443388296
People_040_h.jpg,D,0.3375324138621293,0.34512925148010254,14,0.007596837617973251
People_040_h.jpg,E,0.26604605095,0.2663786709308624,10,0.0003326199808624253
People_040_h.jpg,F,0.22354000524961462,0.22101697325706482,8,0.0025230319925498013
People_040_h.jpg,G,0.1611954868,0.1512666791677475,5,0.009928807632252512
People_041_h.jpg,A,1,1,None,0
People_041_h.jpg,B,0.659951634396917,0.655145525932312,40,0.004806108464604941
People_041_h.jpg,C,0.45775766648680044,0.4521796703338623,17,0.005577996152938136
People_041_h.jpg,D,0.3375324138621293,0.3382808566093445,10,0.0007484427472151944
People_041_h.jpg,E,0.26604605095,0.2710784375667572,7,0.005032386616757201
People_041_h.jpg,F,0.22354000524961462,0.21711014211177826,5,0.006429863137836361
People_041_h.jpg,G,0.1611954868,0.14739596843719482,3,0.013799518362805185
People_042_h.jpg,A,1,1,None,0
People_042_h.jpg,B,0.659951634396917,0.658719003200531,40,0.001232631196385947
People_042_h.jpg,C,0.45775766648680044,0.4583933353424072,18,0.0006356688556067858
People_042_h.jpg,D,0.3375324138621293,0.33975115418434143,11,0.0022187403222121427
People_042_h.jpg,E,0.26604605095,0.2716785669326782,8,0.005632515982678221
People_042_h.jpg,F,0.22354000524961462,0.21647390723228455,6,0.007066098017330075
People_042_h.jpg,G,0.1611954868,0.16411659121513367,4,0.0029211044151336574
People_043_h.jpg,A,1,1,None,0
People_043_h.jpg,B,0.659951634396917,0.6603088974952698,32,0.00035726309835282244
People_043_h.jpg,C,0.45775766648680044,0.4522903263568878,14,0.005467340129912623
People_043_h.jpg,D,0.3375324138621293,0.3451893925666809,9,0.00765697870455162
People_043_h.jpg,E,0.26604605095,0.2633327543735504,6,0.0027132965764495864
People_043_h.jpg,F,0.22354000524961462,0.23067738115787506,5,0.0071373759082604404
People_043_h.jpg,G,0.1611954868,0.15596653521060944,3,0.005228951589390574
People_044_h.jpg,A,1,1,None,0
People_044_h.jpg,B,0.659951634396917,0.6608877778053284,44,0.0009361434084114162
People_044_h.jpg,C,0.45775766648680044,0.4567088484764099,20,0.0010488180103905287
People_044_h.jpg,D,0.3375324138621293,0.33504652976989746,12,0.002485884092231827
People_044_h.jpg,E,0.26604605095,0.2743355929851532,9,0.008289542035153197
People_044_h.jpg,F,0.22354000524961462,0.22624823451042175,7,0.0027082292608071323
People_044_h.jpg,G,0.1611954868,0.16847273707389832,5,0.007277250273898306
People_045_h.jpg,A,1,1,None,0
People_045_h.jpg,B,0.659951634396917,0.661736786365509,44,0.0017851519685920803
People_045_h.jpg,C,0.45775766648680044,0.4536338150501251,21,0.004123851436675319
People_045_h.jpg,D,0.3375324138621293,0.33087339997291565,13,0.006659013889213639
People_045_h.jpg,E,0.26604605095,0.27390262484550476,10,0.00785657389550476
People_045_h.jpg,F,0.22354000524961462,0.21407076716423035,7,0.009469238085384274
People_045_h.jpg,G,0.1611954868,0.16882213950157166,5,0.007626652701571646
People_046_h.jpg,A,1,1,None,0
People_046_h.jpg,B,0.659951634396917,0.6630120277404785,38,0.0030603933435615627
People_046_h.jpg,C,0.45775766648680044,0.4514120817184448,17,0.006345584768355617
People_046_h.jpg,D,0.3375324138621293,0.32735833525657654,10,0.01017407860555275
People_046_h.jpg,E,0.26604605095,0.2590683400630951,7,0.006977710886904909
People_046_h.jpg,F,0.22354000524961462,0.22888930141925812,6,0.005349296169643497
People_046_h.jpg,G,0.1611954868,0.17590776085853577,4,0.014712274058535757
People_047_h.jpg,A,1,1,None,0
People_047_h.jpg,B,0.659951634396917,0.6596071124076843,43,0.0003445219892326268
People_047_h.jpg,C,0.45775766648680044,0.45152056217193604,19,0.006237104314864406
People_047_h.jpg,D,0.3375324138621293,0.34063267707824707,12,0.0031002632161177823
People_047_h.jpg,E,0.26604605095,0.27671733498573303,9,0.01067128403573303
People_047_h.jpg,F,0.22354000524961462,0.22708044946193695,7,0.00354044421232233
People_047_h.jpg,G,0.1611954868,0.1701391190290451,5,0.008943632229045095
People_048_h.jpg,A,1,1,None,0
People_048_h.jpg,B,0.659951634396917,0.6579377055168152,34,0.0020139288801017674
People_048_h.jpg,C,0.45775766648680044,0.45028236508369446,15,0.007475301403105983
People_048_h.jpg,D,0.3375324138621293,0.33185529708862305,9,0.005677116773506241
People_048_h.jpg,E,0.26604605095,0.2554350793361664,6,0.01061097161383362
People_048_h.jpg,F,0.22354000524961462,0.22532343864440918,5,0.001783433394794559
People_048_h.jpg,G,0.1611954868,0.15549874305725098,3,0.005696743742749033
People_049_h.jpg,A,1,1,None,0
People_049_h.jpg,B,0.659951634396917,0.6602024435997009,34,0.0002508092027839748
People_049_h.jpg,C,0.45775766648680044,0.46263131499290466,15,0.004873648506104222
People_049_h.jpg,D,0.3375324138621293,0.32717636227607727,8,0.010356051586052017
People_049_h.jpg,E,0.26604605095,0.27127668261528015,6,0.00523063166528015
People_049_h.jpg,F,0.22354000524961462,0.210563525557518,4,0.012976479692096615
People_049_h.jpg,G,0.1611954868,0.1542012244462967,2,0.006994262353703318
People_050_v.jpg,A,1,1,None,0
People_050_v.jpg,B,0.659951634396917,0.6595624089241028,38,0.00038922547281416975
People_050_v.jpg,C,0.45775766648680044,0.45746853947639465,18,0.0002891270104057875
People_050_v.jpg,D,0.3375324138621293,0.3325599431991577,11,0.004972470662971573
People_050_v.jpg,E,0.26604605095,0.2617539167404175,8,0.004292134209582521
People_050_v.jpg,F,0.22354000524961462,0.2348436415195465,7,0.011303636269931888
People_050_v.jpg,G,0.1611954868,0.17477372288703918,5,0.013578236087039175
People_051_h.jpg,A,1,1,None,0
People_051_h.jpg,B,0.659951634396917,0.661279559135437,43,0.0013279247385200588
People_051_h.jpg,C,0.45775766648680044,0.4644884169101715,20,0.006730750423371068
People_051_h.jpg,D,0.3375324138621293,0.3385694622993469,12,0.0010370484372176358
